,Competition,Stage,Year,Number,Problem Statement,ID,Figure,Answer
182,OSN,Regional,2020,3,"Diberikan trapesium siku-siku seperti pada gambar di bawah ini.
<img src=""Figure/2020_OSN_Regional_3.png"" style=""display:block; width:400px; max-width:100%; height:auto; margin:20px auto 0;"">
Jika $AB=1$, $BD=\sqrt{7}$, dan $AD=CD$, maka luas trapesium tersebut adalah $\dots$",OSN_Regional_2020_3,2020_OSN_Regional_3.png,$\frac{3\sqrt{3}}{2}$
183,OSN,Regional,2020,4,"Misalkan $x,y$ bilangan asli sehingga $2x+3y=2020$. Nilai terbesar yang mungkin dari $3x+2y$ adalah $\dots$",OSN_Regional_2020_4,,3025
184,OSN,Regional,2020,5,"Suatu barisan bilangan real $a_1,a_2,a_3,\dots$ memenuhi $a_1=1,a_2=\dfrac{3}{5}$, dan $$\dfrac{1}{a_n}=\dfrac{2}{a_{n-1}}-\dfrac{1}{a_{n-2}}$$ untuk setiap $n\geq3$. Bilangan $a_{2020}$ dapat ditulis sebagai $\dfrac{p}{q}$ dengan $p$ dan $q$ bilangan asli relatif prima. Nilai $p+q$ adalah $\dots$",OSN_Regional_2020_5,,1348
185,OSN,Regional,2020,6,"Diketahui $S$ adalah himpunan semua titik $(x,y)$ pada bidang Cartesius, dengan $x,y$ bilangan bulat, $0\leq x \leq 20$ dan $0 \leq y \leq 19$. Banyaknya cara memilih dua titik berbeda di $S$  sehingga titik tengahnya juga ada di $S$ adalah $\dots$.
\\
Catatan: Dua titik $P(a,b)$ dan $Q(c,d)$ berbeda jika $a \neq c$  dan  $b \neq d$. Pasangan titik $(P,Q)$ dan $(Q,P)$ dianggap sama.",OSN_Regional_2020_6,,21890
186,OSN,Regional,2020,7,"Diketahui segitiga $ABC$ dengan panjang sisi $BC=3$, $CA=4$, dan $AB=5$. Titik $P$ terletak pada $AB$ dan $Q$ terletak pada $AC$ sehingga $AP=AQ$ dan garis $PQ$ membagi segitiga $ABC$ menjadi dua daerah dengan luas yang sama. Panjang segment $PQ$ adalah $\dots$",OSN_Regional_2020_7,,2
187,OSN,Regional,2020,8,"Himpunan penyelesaian dari persamaan $$|x+1|+\left|\dfrac{19}{x-1}\right|=\dfrac{20-x^2}{1-x}$$ adalah interval $[a,b)$. Nilai dari $b-a$ adalah $\dots$",OSN_Regional_2020_8,,2
188,OSN,Regional,2020,9,"Misalkan $n \geq 2$ bilangan asli sedemikian sehingga untuk setiap bilangan asli $a,b$ dengan  $a+b = n$ berlaku $a^2+b^2$ merupakan bilangan prima. Hasil penjumlahan semua bilangan asli $n$ semacam itu adalah $\dots$",OSN_Regional_2020_9,,10
189,OSN,Regional,2020,10,Suatu komite yang terdiri dari beberapa anggota hendap menghadiri 40 rapat. Diketahui bahwa setiap rapat dihadiri tepat 10 anggota komite dan setiap dua anggota menghadiri rapat bersama paling banyak satu kali. Banyaknya anggota komite terkeci yang mungkin adalah $\dots$,OSN_Regional_2020_10,,61
190,OSN,Regional,2020,11,"Diberikan segitiga $ABC$ dengan $\angle ACB = 48^\circ$. Garis bagi $\angle BAC$ memotong sisi $BC$ dan lingkaran luar $ABC$ berturut-turut di titik $D$ dan $E$. Jika  $AC = AB+DE$, maka $\angle ABC = \dots$",OSN_Regional_2020_11,,$76^{\circ}$
191,OSN,Regional,2020,12,"Misalkan $p$ suatu bilangan prima sehingga terdapat pasangan bilangan asli $(m,n)$ dengan  $n > 1$ yang memenuhi $mn^2+mnp+m+n+p = mn+mp+np+n^2+2020$. Semua nilai $p$ yang mungkin adalah $\dots$",OSN_Regional_2020_12,,"$3,43,163$"
192,OSN,Regional,2020,13,"Misalkan $P(x)$ suatu polinom sehingga $P(x)+8x=P(x-2)+6x^2$. Jika $P(1)=1$, maka $P(2)=\dots$",OSN_Regional_2020_13,,9
193,OSN,Regional,2020,14,"Banyaknya tripel bilangan bulat $(x,y,z)$ dengan $0 \leq x \leq y \leq z$ yang memenuhi persamaan $x+y+z = 32$ adalah $\dots$",OSN_Regional_2020_14,,102
194,OSN,Regional,2020,15,"Misalkan $ABC$ segitiga dan $P,Q,R$ titik pada sisi $BC,CA,AB$. Jika luas segitiga $ABC$ sama dengan 20 kali luas segitiga $PQR$ dan $\dfrac{AQ}{AC}+\dfrac{BR}{BA}+\dfrac{CP}{CB} = 1$, maka $\left(\dfrac{AQ}{AC}\right)^2+\left(\dfrac{BR}{BA}\right)^2+\left(\dfrac{CP}{CB}\right)^2 = \dots$",OSN_Regional_2020_15,,$\frac{9}{10}$
195,OSN,Regional,2020,16,"Kwartet bilangan asli $(a,b,c,d)$ dikatakan <em>keren</em> jika memenuhi $b = a^2+1,c = b^2+1,d = c^2+1$ dan $\tau(a)+\tau(b)+\tau(c)+\tau(d)$ bilangan ganjil. Banyaknya kwarter <em>keren</em> $(a,b,c,d)$ dengan $a,b,c,d < 10^6$ adalah $\dots$
\\
Catatan: Untuk bilangan asli $k$, $\tau(k)$ menyatakan banyak faktor positif dari $k$.",OSN_Regional_2020_16,,2
196,OSN,Regional,2020,17,"Misalkan $a,b,c$ bilangan real tak negatif dengan $a+2b+3c = 1$. Nilai maksimum dari $ab+2ac$ adalah $\dots$",OSN_Regional_2020_17,,$\frac{1}{6}$
197,OSN,Regional,2020,18,Bilangan asli $n$ terkecil sehingga  $n+3$ dan $2020n+1$ bilangan kuadrat sempurna adalah $\dots$,OSN_Regional_2020_18,,726
198,OSN,Regional,2020,19,"Lima tim bertanding satu sama lain dimana setiap dua tim bertanding tepat sekali. Dalam setiap pertandingan, masing-masing tim memiliki peluang $\dfrac{1}{2}$ untuk menang dan tidak ada pertandingan yang berakhir seri. Peluang  bahwa setiap tim menang minimal sekali dan kalah minimal sekali adalah $\dots$",OSN_Regional_2020_19,,$\frac{17}{32}$
199,OSN,Regional,2020,20,"Misalkan $H$ adalah titik tinggi dari segitiga lancip $ABC$ dan $P$ adalah titik tengah $CH$. Jika $AP = 3, BP = 2$ dan $CP = 1$, maka panjang sisi $AB$ adalah $\dots$
\\
Catatan: Titik tinggi suatu segitiga adalah perpotongan ketiga garis tinggi dari segitiga tersebut.",OSN_Regional_2020_20,,$\sqrt{11}$
200,OSN,Regional,2021,1,"Misalkan $u_1,u_2,u_3$ barisan aritmetika dengan suku-suku bilangan real positif. Jika $\dfrac{u_1+u_2}{u_3}=\dfrac{11}{21}$, maka nilai $\dfrac{u_2+u_3}{u_1}$ adalah $\dots$",OSN_Regional_2021_1,,95
201,OSN,Regional,2021,2,Koefisien $x^7$ pada penjabaran $(1+x)(2+x^2)(3+x^3)(4+x^4)(5+x^5)$ adalah $\dots$,OSN_Regional_2021_2,,37
202,OSN,Regional,2021,3,Diketahui fungsi $f$ terdefinisi di semua bilangan real selain $0$ dan $1$ memenuhi persamaan $(x+1)f(-x)+\dfrac{1-x}{4x}f\left(\dfrac{1}{x}\right)=\dfrac{100(x^2+4)}{x}$. Nilai dari $f(2)+f(3)+f(4)+\dots+f(400)$ adalah $\dots$,OSN_Regional_2021_3,,399
203,OSN,Regional,2021,4,Diketahui bilangan bulat positif $A$ dan $B$ apabila dibagi 5 berturut-turut bersisa 2 dan 3. Sisa pembagian $A(A+1)+5B$ oleh $25$ adalah $\dots$,OSN_Regional_2021_4,,21
204,OSN,Regional,2021,5,Bilangan asli $n$ dikatakan <em>menarik</em> jika terdapat suku banyak (polinom) dengan koefisien bulat $P(x)$ sehingga $P(7) = 2021$ dan $P(n) = 2045$. Banyaknya bilangan prima menarik adalah $\dots$,OSN_Regional_2021_5,,6
205,OSN,Regional,2021,6,"Pada gambar di bawah ini sebuah persegi panjang dibagi dua menjadi dua buah persegi yang panjang sisinya 6 cm. Luas total dari daerah yang diarsir adalah $\dots cm^2$.
<img src=""Figure/2021_OSN_Regional_6.PNG"" style=""display:block; width:400px; max-width:100%; height:auto; margin:20px auto 0;"">",OSN_Regional_2021_6,2021_OSN_Regional_6.PNG,24
206,OSN,Regional,2021,7,"Pada suatu lingkaran dengan jari-jari $r$, terdapat segiempat talibusur $ABCD$ dengan $AB = 8$ dan $CD = 5$. Sisi $AB$ dan $DC$ diperpanjang dan berpotongan di luar lingkaran di titik $p$. Jika $\angle APD = 60^\circ$ dan $BP = 6$, maka nilai $r^2$ adalah $\dots$",OSN_Regional_2021_7,,43
207,OSN,Regional,2021,8,"Bilangan $1,2,\dots,999$ digit-digitnya disusun membentuk angka baru $m$ dengan menuliskan semua digit bilangan-bilangan tadi dari kiri ke kanan. Jadi $m = 123\dots
91011\dots999$. Hasil penjumlahan digit ke $2021,2022,2023$ dari $m$ adalah $\dots$.",OSN_Regional_2021_8,,8
208,OSN,Regional,2021,9,Diketahui ada enam pasang suami istri. Dari keenam pasangan tersebut akan dipilih enam orang secara acak. Banyaknya cara untuk memilih enam orang tersebut sehingga paling banyak terdapat sepasang suami istri adalah $\dots$,OSN_Regional_2021_9,,544
209,OSN,Regional,2021,10,"Diberikan segitiga $ABC$ dengan $AB > AC$. Garis bagi sudut $BAC$ memotong sisi $BC$ di titik $D$. Titik $E$ dan $F$ berturut-turut terletak pada sisi $AC$ dan $AB$ sedemikian sehingga $DE$ sejajar $AB$ dan $DF$ sejajar $AC$. Lingkaran luar segitiga $BCE$ memotong sisi $AB$ di titik $K$. Jika luas segitiga $CDE$ adalah 75 dan luas segitiga $DEF$ adalah 85, maka luas segiempat $DEKF$ adalah $\dots$",OSN_Regional_2021_10,,95
210,OSN,Regional,2021,11,Diberikan bilangan asli $a > 1$ dan jumlah semua bilangan riil $x$ yang memenuhi $0 = \floor{x}^2-2ax+a$  adalah $51$. Nilai dari $a$ adalah $\dots$,OSN_Regional_2021_11,,25
211,OSN,Regional,2021,12,"Diberikan $a,b,c$ bilangan riil yang memenuhi $|ax^2+bx+c| \leq 1$ untuk setiap bilangan riil $0 \leq x \leq 1$. Nilai maksimum $23a+22b+21c$ adalah $\dots$",OSN_Regional_2021_12,,27
212,OSN,Regional,2021,13,Dua digit terakhir dari $a^{777}$ adalah 77. Dua digit terakhir dari $a$ adalah $\dots$,OSN_Regional_2021_13,,250
213,OSN,Regional,2021,14,"Diberikan $a_n = n^2+19n+b$. Bilangan ganjil terbesar $b$ sedemikian hingga $FPB(a_n,a_{n+1}) = FPB(a_{n+2},a_{n+1})$ untuk setiap bilangan asli $n$ adalah $\dots$",OSN_Regional_2021_14,,17
214,OSN,Regional,2021,15,"Diberikan segitiga $ABC$ dengan panjang $AB = 6, BC = 7$, dan $CA = 8$. Titik $I$ merupakan perpotongan garis bagi segitiga $ABC$, maka $AI^2$ adalah $\dots$",OSN_Regional_2021_15,,91
215,OSN,Regional,2021,16,"Banyaknya fungsi (pemetaan) dari $A=\{1,2,3,4,5,6\}$ ke $B=\{7,8,9,10\}$ dengan syarat $7$ dan $8$ mempunyai prapeta, yaitu ada $x$ dan $y$ di $A$ sehinggga $f(x)=7$ dan $f(y)=8$ adalah $\dots$",OSN_Regional_2021_16,,2702
216,OSN,Regional,2021,17,"Suatu barisan ternary (terdiri dari 0, 1, atau 2) dengan 15 unsur dan lima angka 0 serta diantara angka 0 terdapat setidaknya dua bilangan lain. Banyaknya barisan ternary yang memenuhi adalah $\dots$",OSN_Regional_2021_17,,17920
217,OSN,Regional,2021,18,"Banyaknya fungsi (pemetaan) dari $A = \{1,2,3,4,5\}$ ke  $B = \{6,7,8,9,10\}$ dengan 9 dan 10 memiliki prapeta (ada $x$ dan $y$ sehingga $f(x) = 9$ dan $f(y) = 10$ adalah $\dots$",OSN_Regional_2021_18,,280
218,OSN,Regional,2021,19,Sebuah papan catur berukuran $101 \times 21$ akan dipasangi beberapa ubin berukuran $3 \times 1$. Berapa ubin terbanyak yang bisa dipasang pada papan sehingga tidak ada dua ubin yang bertumpuk atau bersentuhan (bersentuhan pada titik sudut ubin juga tidak diperbolehkan) ?.,OSN_Regional_2021_19,,16
219,OSN,Regional,2021,20,"Diberikan segitiga siku-siku $ABC$ dengan $\angle C = 90^\circ$. Dibuat setengah lingkaran $\omega_1$ dengan titik pusat terletak pada $BC$ sedemikian hingga $\omega_1$ menyinggung $AC$ dan $AB$. Titik $D$ dan $E$ terletak pada $AB$ dan $AC$ sedemikian hingga $DE$ sejajar dengan $BC$. Dibuat setengah lingkaran $\omega_2$ dengan titik pusat terletak pada $AE$ sedemikian hingga $\omega_2$ menyinggung $AD$ dan $DE$. Dibuat setengah lingkaran $\omega_3$ dengan titik pusat terletak pada $CE$ sedemikian hingga $\omega_3$ menyinggung $DE$ dan $\omega_1$. Jika $2AC+5BC = 5AB$ dan perbandingan panjang jari-jari $\omega_2$ dan $\omega_3$ dapat dinyatakan dalam $k:25$, nilai dari $k$ adalah $\dots$
<img src=""Figure/2021_OSN_Regional_20.PNG"" style=""display:block; width:400px; max-width:100%; height:auto; margin:20px auto 0;"">",OSN_Regional_2021_20,2021_OSN_Regional_20.PNG,56
220,OSN,Regional,2022,1,"Misalkan $f(x)=a^2x+200$. Jika $f(20)+f^{-1}(22)=f^{-1}(20)+f(22)$, maka $f(1)=\dots$",OSN_Regional_2022_1,,201
221,OSN,Regional,2022,2,Banyaknya bilangan bulat dari 1001 sampai dengan 2022 yang habis dibagi 12 atau 18 adalah $\dots$,OSN_Regional_2022_2,,113
222,OSN,Regional,2022,3,"Diberikan segitiga $ABC$ siku-siku di sudut $B$. Titik $D$ berada pada sisi $AB$ dan titik $E$ berada pada sisi $AC$. Diketahui bahwa $DE$ sejajar dengan $BC$. Jika $AD=18$, $DB=3$, dan $BC=28$, maka panjang $AE=\dots$",OSN_Regional_2022_3,,30
223,OSN,Regional,2022,4,"Banyaknya pasangan bilangan bulat $(x,y)$ yang memenuhi persamaan $$|x|+|y|+|x+y|=22$$ adalah $\dots$",OSN_Regional_2022_4,,66
224,OSN,Regional,2022,5,"Jika sisa pembagian $$x^{2023}+x^{1012}+x^{506}+x^{253}+x^{127}$$ oleh $x^2-1$ adalah $Ax+B$, maka nilai dari $3A+4B=\dots$",OSN_Regional_2022_5,,17
225,OSN,Regional,2022,6,"Sebuah papan catur persegi panjang berukuran $3\times20$ akan ditutupi dengan 20 trimino seperti pada gambar di bawah ini sehingga seluruh papan catur tertutupi oleh seluruh tromino dan tidak ada tromino yang tumpang tindih. Banyaknya cara untuk melakukan hal tersebut adalah $\dots$

<img src=""Figure/2022_OSN_Regional_6.jpg"" style=""display:block; width:400px; max-width:100%; height:auto; margin:20px auto 0;"">",OSN_Regional_2022_6,2022_OSN_Regional_6.jpg,1024
226,OSN,Regional,2022,7,"Diberikan segitiga $ABC$ seperti pada gambar berikut.
<img src=""Figure/2022_OSN_Regional_7.png"" style=""display:block; width:400px; max-width:100%; height:auto; margin:20px auto 0;"">
Diketahui $AB=\dfrac32BC$ dan $BD=CD$. Jika luas segitiga $DEC$ adalah 13, maka luas segitiga $AFE$ adalah $\dots$",OSN_Regional_2022_7,2022_OSN_Regional_7.png,121
227,OSN,Regional,2022,8,"Untuk setiap bilangan asli $n$, misalkan $S(n)$ menyatakan hasil penjumlahan semua digit $n$. Diberika barisan $(a_n)$ dengan $a_1=4$ dan $a_n=(S(a_{n-1}))^2-1$ untuk $n\geq 2$. Sisa pembagian $a_1+a_2+a_3+\dots+a_{2022}$ oleh 21 adalah $\dots$",OSN_Regional_2022_8,,8
228,OSN,Regional,2022,9,"Misalkan $x$ dan $y$ bilangan real dengan $x>y>0$. Jika $x+200\leq \sqrt{x^2-y^2+400(x+y)}$, maka $y=\dots$",OSN_Regional_2022_9,,200
229,OSN,Regional,2022,10,"Jika bilangan asli $x$ sehingga $x^2 + 110x$ adalah bilangan pangkat 3 dari suatu bilangan prima, maka nilai  $x=\dots$",OSN_Regional_2022_10,,7
230,OSN,Regional,2022,11,"Di dalam suatu ruangan terdapat 12 kursi yang disusun dalam tiga baris, sehingga baris pertama memuat 3 kursi, baris kedua memuat 4 kursi, dan baris terakhir memuat 5 kursi. Dua belas siswa termasuk Azka dan Budi akan menempati kursi-kursi tersebut. Jika banyaknya care menempati sehingga Azka dan Budi di baris pertama adalah $A$, maka $\dfrac{A}{9!}=\dots$",OSN_Regional_2022_11,,60
231,OSN,Regional,2022,12,"Diberikan segitiga siku-siku $ABC$ dengan luas 112. Misalkan $R$ dan $r$ berturut-turut menyatakan panjang jari-jari lingkaran luar dan lingkaran dalam segitiga $ABC$. Jika  $R+r = 16$, maka panjang sisi miring segitiga $ABC$ adalah $\dots$",OSN_Regional_2022_12,,18
232,OSN,Regional,2022,13,"Jika
\[
\sum_{k=1}^\infty \frac{2k+B}{3^{k+1}} = 10,
\]
maka $B = \dots$",OSN_Regional_2022_13,,117
233,OSN,Regional,2022,14,"Banyaknya 7-tupel $(w_1,w_2,w_3,\dots,w_7)$ yang memenuhi persamaan $$w_1+w_2+w_3+\dots +w_7=148$$ dengan $20\leq w_1,w_2,w_3,\dots,w_7\leq 22$ adalah $\dots$",OSN_Regional_2022_14,,357
234,OSN,Regional,2022,15,"Diberikan segitiga siku-siku sama kaki $ABC$ dengan $BC = AB$. Misalkan $L$ titik tengah $BC$ dan $P$ pada sisi $AC$ sehingga $BP$ tegak lurus $AL$. Jika $CP = 30\sqrt{2}$, maka panjang $AB$ adalah $\dots$",OSN_Regional_2022_15,,60
235,OSN,Regional,2022,16,"Misalkan $m,n$ bilangan asli. Jika $FPB(m,n) = 7$ dan $FPB(2m,3n) = 42$, maka $FPB(21m,14n)$ adalah $\dots$",OSN_Regional_2022_16,,9
236,OSN,Regional,2022,17,"Diketahui $a,b,c,d$ bilangan real positif memenuhi $a > c,d >b$ dan $4a^2+4b^2 = 4c^2+4d^2 = 5ac+5bd$. Nilai dari $20\dfrac{ab+cd}{ad+bc} = \dots$",OSN_Regional_2022_17,,9
237,OSN,Regional,2022,18,"Misalkan $A$ adalah himpunan semua bilangan 8 digit yang digit-digitnya terdiri dari $1, 2,$ atau $3$ dan memuat paling sedikit satu digit $2$. Banyaknya bilangan $N$ di $A$ sehingga setiap digit $2$ di $N$ diapit oleh digit $1$ dan $3$ adalah $\dots$",OSN_Regional_2022_18,,560
238,OSN,Regional,2022,19,"Diberikan belah ketupat $ABCD$ dan $E$ titik di dalamnya. sehingga $AE = BE$. Jika $\angle BAE = 12^\circ$ dan $\angle DAE = 72^\circ$, maka $\angle CDE = \dots^\circ$.",OSN_Regional_2022_19,,$66^{\circ}$
239,OSN,Regional,2022,20,"Diketahui $x,y,z$ bilangan bulat yang memenuhi $x^2y+y^2z+z^2x-23 = xy^2+yz^2+zx^2-25 = 3xyz$. Nilai terbesar dari $x+y+z$ adalah $\dots$",OSN_Regional_2022_20,,21
240,OSN,Regional,2023,1,Hasil penjumlahan semua solusi persamaan $|x-|2x+6||=99$ adalah $\dots$,OSN_Regional_2023_1,,62
241,OSN,Regional,2023,2,"Di dalam suatu laci, terdapat tujuh pasang kaos kaki yang setiap pasangnya berbeda dengan pasangan lainnya. Diambil lima kaos kaki sekaligus secara acak. Banyaknya cara pengambilan sehingga di antara yang terambil terdapat tepat sepasang kaos kaki yang cocok (berpasangan) adalah $\dots$",OSN_Regional_2023_2,,1120
242,OSN,Regional,2023,3,"Diberikan trapesium $ABCD$ dengan $AB=14$, $CD=19$, $AB$ sejajar dengan $CD$ dan kedua sudut $\angle ADC$ dan $\angle BCD$ lancip. Misalkan $P$ dan $Q$ titik yang terletak pada sisi $CD$ sehingga $AD=AP$ dan $BC=BQ$. Panjang $PQ=\dots$

<img src=""Figure/2023_OSN_Regional_3.png"" style=""display:block; width:400px; max-width:100%; height:auto; margin:20px auto 0;"">",OSN_Regional_2023_3,2023_OSN_Regional_3.png,9
243,OSN,Regional,2023,4,Suatu bilangan 4 digit $\overline{7ab9}$ merupakan suatu bilangan kuadrat. Nilai $a+b=\dots$,OSN_Regional_2023_4,,11
244,OSN,Regional,2023,5,"Diberikan fungsi kuadrat $f(x)=ax^2+bx+c$ yang memenuhi $f(5)=25$ dan $f(6)=36$. Jika $a\neq 1$, maka nilai dari $\dfrac{c-b}{a-1}$ adalah $\dots$",OSN_Regional_2023_5,,41
245,OSN,Regional,2023,6,"Dua tim $A$ dan $B$ bertanding sepak bola sebanyak 15 kali. Pada setiap pertandingan, tim yang berhasil mencetak 4 gol pertama menjadi pemenang dan tidak ada pertandingan yang berakhir seri. Selama 15 pertandingan tersebut, tim $A$ memenangkan pertandingan lebih banyak dibandingkan tim $B$, namun banyak gol yang dicetak tim $B$ lebih banyak dibandingkan tim $A$. Selisih total gol terbesar yang mungkin dicetak kedua tim tersebut adalah $\dots$",OSN_Regional_2023_6,,20
246,OSN,Regional,2023,7,"Diberikan segitiga $ABC$ dengan $AB= 12$ dan $AC = 10$ dan $D$ suatu titik pada sisi $BC$. Misalkan $F$ menyatakan titik-titik berat segitiga $ABD$ dan $ACD$. Jika luas segitiga $DEF$ adalah 4, maka panjang sisi $BC$ adalah $\sqrt{n}$ dengan $n = \dots$",OSN_Regional_2023_7,,52
247,OSN,Regional,2023,8,Sisa pembagian $5^{2022}+11^{2022}$ oleh $64$ adalah $\dots$,OSN_Regional_2023_8,,50
248,OSN,Regional,2023,9,"Diberikan suku banyak $P(x)$ dengan koefisien bulat. Jika $P(r_1)=P(r_2)=200$ dengan $r_1,r_2$ merupakan akar-akar persamaan $x^2+x-23=0$ maka sisa pembagian $P(1)$ oleh $21$ adalah $\dots$",OSN_Regional_2023_9,,11
249,OSN,Regional,2023,10,Banyaknya bilangan 4 digit yang habis dibagi 3 dan memuat angka 6 adalah $\dots$,OSN_Regional_2023_10,,1056
250,OSN,Regional,2023,11,"Misalkan $ABCD$ segiempat tali busur dengan lingkaran luar $\omega$ dan $BC = CD$. Diagonal $AC$  dan $BD$ berpotongan di titik $E$ dan diketahui bahwa $BE=7$ dan $DE=5$. Jika garis singgung $\omega$ di titik $A$ memotong perpanjangan diagonal $BD$ di titik $P$, maka $\dfrac{PD}{DB}$ dapat dituliskan dalam bentuk $\dfrac{m}{n}$ dengan $m,n$ bilangan asli yang relatif prima. Nilai dari $m+n$ adalah $\dots$",OSN_Regional_2023_11,,74
251,OSN,Regional,2023,12,"Jika bilangan asli $x$ dan $y$ memenuhi persamaan $x(x-y) = 5y-6$, maka $x+y = \dots$",OSN_Regional_2023_12,,48
252,OSN,Regional,2023,13,"Misalkan $a_1,a_2,a_3,\dots$ suatu barisan bialnagn yang memenuhi persamaan $a_{n+2}-a_{n+1}+a_n=\dfrac{n+1}{6}$ untuk setiap bilangan asli $n$. Jika $a_1=1$ dan $a_2=2$, maka $a_{2023}=\dots$",OSN_Regional_2023_13,,338
253,OSN,Regional,2023,14,"Diberikan $S=\{a,b,c,d,e,f\}$. Akan dipilih dua subhimpunan dari $S$ yang gabungannya adalah $S$. Subhimpunan yang dipilih tidak harus berbeda, misalkan keduanya boleh sama dengan $S$. Urutan dari subhimpunan yang dipilih <strong>tidak diperhatikan</strong>, sebagai contoh pasangan subhimpunan $(\{a,b,c\},\{c,d,e,f\})$ sama dengan $(\{c,d,e,f\},\{a,b,c\})$. Banyaknya cara melakukan pemilihan adalah $\dots$",OSN_Regional_2023_14,,365
254,OSN,Regional,2023,15,"Diberikan lingkaran $\Omega$ dan $AB$ suatu tali busur dari $\Omega$. Lingkaran $\omega_1$ menyinggung $\Omega$ secara internal dan menyinggung $AB$ pada titik tengahnya. Lingkaran $\omega_2$ menyinggung $\Omega$ secara internal, menyinggung $\omega_1$ secara eksternal, dan menyinggung $AB$.
<img src=""Figure/2023_OSN_Regional_15.PNG"" style=""display:block; width:400px; max-width:100%; height:auto; margin:20px auto 0;"">
Jika jari-jari $\omega_1$ adalah 35 dan jari-jari $\omega_2$ adalah 7, maka panjang $AB$ adalah $\dots$",OSN_Regional_2023_15,2023_OSN_Regional_15.PNG,70
255,OSN,Regional,2023,16,"Misalkan $n=2^a3^b$ dengan $a$ dan $b$ bilangan asli. Jika hasil kali semua faktor positif dari $n$ adalah $12^{90}$, maka nilai $ab=\dots$",OSN_Regional_2023_16,,32
256,OSN,Regional,2023,17,"Nilai minimum dari
\[
\frac{(x+y)^2}{\sqrt{x^2-16}+\sqrt{y^2-25}}
\]
adalah $\dots$",OSN_Regional_2023_17,,18
257,OSN,Regional,2023,18,"Diberikan 100 titik seperti pada gambar di bawah ini.
<img src=""Figure/2023_OSN_Regional_18.PNG"" style=""display:block; width:400px; max-width:100%; height:auto; margin:20px auto 0;"">
Banyaknya persegi yang semua titik sudutnya adalah empat titik di antara titik-titik pada gambar adalah $\dots$",OSN_Regional_2023_18,2023_OSN_Regional_18.PNG,825
258,OSN,Regional,2023,19,"Diberikan segitiga $ABC$. Misalkan $D,E,F$ masing-masing adalah titik pada sisi $BC,CA,AB$ sehingga $AD,BE,CF$ berpotongan di satu titik. Diketahui bahwa $\angle EDF = 54^\circ$. Jika $\angle ADB= 90^\circ$ dan $AF = FB$, maka besar sudut $\angle ABC = \dots$",OSN_Regional_2023_19,,$63^{\circ}$
259,OSN,Regional,2023,20,"Misalkan $p$ dan $n$ dua bilangan asli dengan $p$ bilangan prima sedemikian sehingga $p$ membagi $n^2 + 4$ dan $n$ membagi $p^2+4$. Jika  $p< 200$, maka nilai terbesar yang mungkin dari $n$ adalah $\dots$",OSN_Regional_2023_20,,169
260,OSN,Regional,2024,1,"Sebuah persegi dibagi menjadi 2 persegi panjang, seperti terlihat pada gambar. Diketatahui hasil penjumlahan kedua keliling persegi panjang tersebut adalah $60$, maka luas persegi adalah $\dots$

<img src=""Figure/2024_OSN_Regional_1.png"" style=""display:block; width:400px; max-width:100%; height:auto; margin:20px auto 0;"">",OSN_Regional_2024_1,2024_OSN_Regional_1.png,100
261,OSN,Regional,2024,2,"Diketahui ada $6$ pilihan jalan yang dapat digunakan untuk berpergian dari kota <em>A</em> ke kota <em>B</em> dan ada $8$ pilihan jalan yang dapat digunakan untuk berpergian dari kota <em>B</em> ke kota <em>C</em>. Jika seseorang akan berpergian dari kota <em>A</em> ke kota <em>C</em> melalui kota <em>B</em> dan pulang kembali lagi ke kota <em>A</em> melalui jalan-jalan yang berbeda dari ketika saat pergi, banyaknya cara memilih jalan yang dapat dilalui adalah $\dots$",OSN_Regional_2024_2,,1680
262,OSN,Regional,2024,3,"Pada papan tertulis $90$ bilangan asli $1,1,\dots,1,a,b$ (ada sebanyak $88$ bilangan $1$). Hasil penjumlahan seluruh bilangan di papan adalah $A$ dan demikian juga hasil perkalian semua bilangan di papan adalah $A$. Nilai $A$ adalah $\dots$",OSN_Regional_2024_3,,180
263,OSN,Regional,2024,4,"Misalkan $a,b$ bilangan bulat positif yang tidak memiliki faktor persekutuan positif selain $1$. Jika berlaku $\dfrac{1+2+3+\dots+104}{3+4+5+\dots+106}=\dfrac{a}{b}$, maka nilai $a+b$ adalah $\dots$",OSN_Regional_2024_4,,214
264,OSN,Regional,2024,5,"Bilangan OSK adalah bilangan $4$ angka yang tidak dimulai dengan angka $0$ dan hasil penjumlahan semua digitnya adalah $8$. Sebagai contoh, $2024$ merupakan bilangan OSK. Banyaknya bilangan OSK adalah $\dots$",OSN_Regional_2024_5,,120
265,OSN,Regional,2024,6,"Misalkan $u_1,u_2,u_3,\dots$ suatu barisan geometri dengan $u_1>u_2$. Jika $u_2=8$ dan $u_5+u_7=\dfrac{17u_6}{4}$. NIlai dari $u_1$ adalah $\dots$",OSN_Regional_2024_6,,32
266,OSN,Regional,2024,7,"Diberikan segiempat $ABCD$ dengan luas segitiga $AED$ sama degnan luas segitiga $BEC$. Jika $AB =50, AE =45$, dan $AC =108$, maka $CD$ adalah $\dots$

<img src=""Figure/2024_OSN_Regional_7.PNG"" style=""display:block; width:400px; max-width:100%; height:auto; margin:20px auto 0;"">",OSN_Regional_2024_7,2024_OSN_Regional_7.PNG,70
